ALSFS.R,ALSFS.py,wv
0.844870679,0.843955567,5005.265756
0.879476781,0.878525254,5005.276025
0.895020333,0.894053076,5005.286293
0.908304961,0.907324448,5005.296561
0.924064367,0.923067962,5005.306828
0.931419109,0.9304159,5005.317095
0.947129039,0.946110054,5005.327361
0.94635928,0.945342264,5005.337627
0.947774989,0.946757594,5005.347892
0.952368825,0.951347646,5005.358156
0.951620362,0.950601129,5005.36842
0.952026891,0.951008366,5005.378683
0.954878308,0.953857878,5005.388946
0.964287628,0.963258298,5005.399208
0.953093593,0.952077353,5005.409469
0.959220977,0.95819935,5005.41973
0.954606413,0.95359084,5005.429991
0.955864439,0.954848668,5005.440251
0.952061985,0.951051389,5005.45051
0.946506518,0.945502947,5005.460768
0.945858905,0.944857146,5005.471027
0.945045332,0.944045556,5005.481284
0.946149683,0.945149861,5005.491541
0.950628482,0.949625053,5005.501797
0.962421837,0.9614071,5005.512053
0.961758082,0.960745186,5005.522308
0.966554221,0.965537419,5005.532563
0.962766231,0.961754555,5005.542817
0.965581926,0.964568433,5005.553071
0.957837568,0.956833334,5005.563324
0.973079074,0.972060009,5005.573576
0.969561184,0.968546946,5005.583828
0.967334292,0.966323523,5005.594079
0.962747132,0.961742288,5005.60433
0.965898823,0.964891824,5005.61458
0.949585297,0.94859642,5005.624829
0.956222786,0.955228117,5005.635078
0.947869925,0.946885055,5005.645327
0.926699984,0.925738194,5005.655575
0.921499509,0.920544193,5005.665822
0.891297309,0.890374343,5005.676068
0.881662928,0.880750962,5005.686315
0.843767988,0.842896197,5005.69656
0.823934685,0.82308434,5005.706805
0.804552023,0.803722611,5005.717049
0.792747813,0.791931486,5005.727293
0.786331214,0.785522401,5005.737536
0.791701763,0.790888338,5005.747779
0.810815349,0.80998322,5005.758021
0.829187056,0.828337024,5005.768263
0.856671038,0.855793816,5005.778504
0.880087562,0.87918737,5005.788744
0.902645961,0.901723732,5005.798984
0.9153507,0.914416544,5005.809223
0.928630799,0.927684156,5005.819462
0.949338868,0.948372205,5005.8297
0.954925638,0.953954382,5005.839937
0.960519029,0.959543184,5005.850174
0.957896722,0.956924634,5005.860411
0.966783823,0.965803818,5005.870647
0.949833084,0.94887134,5005.880882
0.957819484,0.95685074,5005.891117
0.947854195,0.946896603,5005.901351
0.939597725,0.938649537,5005.911584
0.93126297,0.930324246,5005.921817
0.914858138,0.913936984,5005.932049
0.893232596,0.892334223,5005.942281
0.864224249,0.863356025,5005.952513
0.828296159,0.827464962,5005.962743
0.801918353,0.801114527,5005.972973
0.768799572,0.768029806,5005.983203
0.737298038,0.736560641,5005.993432
0.717199745,0.716483252,5006.00366
0.708133796,0.707427152,5006.013888
0.724777445,0.724055003,5006.024115
0.742042064,0.741303242,5006.034342
0.754926386,0.754175577,5006.044568
0.785939454,0.785158677,5006.054794
0.824381293,0.823563245,5006.065019
0.845010157,0.844172578,5006.075243
0.876789615,0.87592151,5006.085467
0.883897629,0.883023467,5006.09569
0.908294977,0.907397692,5006.105913
0.918866747,0.917960036,5006.116135
0.919344243,0.918438077,5006.126356
0.932019737,0.931102107,5006.136577
0.936771133,0.935849858,5006.146798
0.940042041,0.939118585,5006.157018
0.930337605,0.929424707,5006.167237
0.923879951,0.922974412,5006.177456
0.917010717,0.916112921,5006.187674
0.896299824,0.895423294,5006.197891
0.880575117,0.879714936,5006.208108
0.864978047,0.864134055,5006.218325
0.85569391,0.854859918,5006.22854
0.843625774,0.842804472,5006.238756
0.833350489,0.832540105,5006.24897
0.838185906,0.837371739,5006.259185
0.847113301,0.846291391,5006.269398
0.84652634,0.845705926,5006.279611
0.849253763,0.848431634,5006.289823
0.851024362,0.850201449,5006.300035
0.856125888,0.855298976,5006.310247
0.847557111,0.846739397,5006.320457
0.854171745,0.853348573,5006.330667
0.846503197,0.845688331,5006.340877
0.847914061,0.847098752,5006.351086
0.842589706,0.841780425,5006.361294
0.841689585,0.840882076,5006.371502
0.831703591,0.830906558,5006.38171
0.830523642,0.829728632,5006.391916
0.829783366,0.828989956,5006.402122
0.816160262,0.815380754,5006.412328
0.793687206,0.792930012,5006.422533
0.783354117,0.78260762,5006.432738
0.745000797,0.744291646,5006.442941
0.723534442,0.722846498,5006.453145
0.671797635,0.6711596,5006.463347
0.627573937,0.626978572,5006.47355
0.566193816,0.565657283,5006.483751
0.513811923,0.513325575,5006.493952
0.447375973,0.446952986,5006.504153
0.391522391,0.391152628,5006.514353
0.338135964,0.337816978,5006.524552
0.28943477,0.289162034,5006.534751
0.257963819,0.257721012,5006.544949
0.238750888,0.238526417,5006.555146
0.237326561,0.23710368,5006.565343
0.255023825,0.254784593,5006.57554
0.285257573,0.28499028,5006.585736
0.336893235,0.336577913,5006.595931
0.400803182,0.400428464,5006.606126
0.45323663,0.452813367,5006.61632
0.523570742,0.523082345,5006.626514
0.57825676,0.577717958,5006.636707
0.627878749,0.627294368,5006.646899
0.680611685,0.679978936,5006.657091
0.708144555,0.70748695,5006.667282
0.732430342,0.731750949,5006.677473
0.760208527,0.75950416,5006.687663
0.775090697,0.774373349,5006.697853
0.77630123,0.775583569,5006.708042
0.781665031,0.780943224,5006.718231
0.784552792,0.783829133,5006.728419
0.787826814,0.787100953,5006.738606
0.77937977,0.778662502,5006.748793
0.769349935,0.768642699,5006.758979
0.767897169,0.767192068,5006.769165
0.752301081,0.751611081,5006.77935
0.725702528,0.725037677,5006.789534
0.710440005,0.709789874,5006.799718
0.687296741,0.686668501,5006.809902
0.655812185,0.655213404,5006.820084
0.628182978,0.627610072,5006.830267
0.597435734,0.596891482,5006.840448
0.550694102,0.550192996,5006.850629
0.522449451,0.521974582,5006.86081
0.477595604,0.477161992,5006.87099
0.442043043,0.441642162,5006.881169
0.403221976,0.402856713,5006.891348
0.363272695,0.362943991,5006.901526
0.31626611,0.315980262,5006.911704
0.275776237,0.275527265,5006.921881
0.249129012,0.248904351,5006.932058
0.212384825,0.212193515,5006.942234
0.194208976,0.194034235,5006.952409
0.177613488,0.17745386,5006.962584
0.177047232,0.176888291,5006.972758
0.186613354,0.186446015,5006.982932
0.212797738,0.212607134,5006.993105
0.248893398,0.248670714,5007.003278
0.294366021,0.29410295,5007.01345
0.344486877,0.344179363,5007.023621
0.399299393,0.398943354,5007.033792
0.459777366,0.459367867,5007.043962
0.505745421,0.505295492,5007.054132
0.557250088,0.556754902,5007.064301
0.600249468,0.599716678,5007.07447
0.640724375,0.640156305,5007.084638
0.670796997,0.670202941,5007.094805
0.700307761,0.699688275,5007.104972
0.724775373,0.724134973,5007.115139
0.734597398,0.733949057,5007.125304
0.75208028,0.751417264,5007.135469
0.779416162,0.77872983,5007.145634
0.781395593,0.780708297,5007.155798
0.798663777,0.797962092,5007.165962
0.804868599,0.804162267,5007.176125
0.811727502,0.811015962,5007.186287
0.817357333,0.816641674,5007.196449
0.816822131,0.816107754,5007.20661
0.824579287,0.823858947,5007.216771
0.830708804,0.82998393,5007.226931
0.828315619,0.82759365,5007.23709
0.840191637,0.839460145,5007.247249
0.836473737,0.835746306,5007.257407
0.854991002,0.854248309,5007.267565
0.854548648,0.853807179,5007.277722
0.861134661,0.860388323,5007.287879
0.862641306,0.861894508,5007.298035
0.872251451,0.871497188,5007.308191
0.869978409,0.869226964,5007.318346
0.868286622,0.867537488,5007.3285
0.882082892,0.881322717,5007.338654
0.868787418,0.868039552,5007.348807
0.863922986,0.863180155,5007.35896
0.867235951,0.866491123,5007.369112
0.86624456,0.865501432,5007.379264
0.878409923,0.877657218,5007.389415
0.876585969,0.875835685,5007.399565
0.87733911,0.876589037,5007.409715
0.889221934,0.88846257,5007.419864
0.888080794,0.88732327,5007.430013
0.897778496,0.897013574,5007.440161
0.893813641,0.893052967,5007.450309
0.893608966,0.892849329,5007.460456
0.901269678,0.900504401,5007.470602
0.899404345,0.898641521,5007.480748
0.888838468,0.888085467,5007.490893
0.878201518,0.877458378,5007.501038
0.884004322,0.883257126,5007.511182
0.888653402,0.887903134,5007.521326
0.88162401,0.880880527,5007.531469
0.875327091,0.874589762,5007.541612
0.882798572,0.882055799,5007.551753
0.877470268,0.876732823,5007.561895
0.880019203,0.879280461,5007.572036
0.888427689,0.88768274,5007.582176
0.893577443,0.892829033,5007.592315
0.895034458,0.894285685,5007.602455
0.895807059,0.895058497,5007.612593
0.894405314,0.893658775,5007.622731
0.895052027,0.894305799,5007.632868
0.900532881,0.899782938,5007.643005
0.90278917,0.902038205,5007.653141
0.897575725,0.896829948,5007.663277
0.905606721,0.904855131,5007.673412
0.909175267,0.908421576,5007.683547
0.894962054,0.894220993,5007.693681
0.899200274,0.898456553,5007.703814
0.898567897,0.897825546,5007.713947
0.900091048,0.899348291,5007.724079
0.904605225,0.903859598,5007.734211
0.904160461,0.903416054,5007.744342
0.908159834,0.907412992,5007.754473
0.90461386,0.903870786,5007.764603
0.902571828,0.90183128,5007.774732
0.910907642,0.910161108,5007.784861
0.900757113,0.900019741,5007.79499
0.902603057,0.901865018,5007.805117
0.904812277,0.904073277,5007.815244
0.902035493,0.901299604,5007.825371
0.905747035,0.905008964,5007.835497
0.898757586,0.898026048,5007.845623
0.89811048,0.897380306,5007.855748
0.90018914,0.899458114,5007.865872
0.895384062,0.894657772,5007.875996
0.890316614,0.889595262,5007.886119
0.886302884,0.885585608,5007.896242
0.87231805,0.871612902,5007.906364
0.858615913,0.857922638,5007.916485
0.842946841,0.842267,5007.926606
0.830293222,0.829624355,5007.936727
0.801686138,0.801041058,5007.946846
0.767698769,0.767081748,5007.956966
0.722532875,0.721952823,5007.967084
0.670546209,0.670008512,5007.977202
0.600596756,0.600115705,5007.98732
0.531761166,0.531335739,5007.997437
0.457060343,0.4566951,5008.007553
0.391355686,0.391043308,5008.017669
0.327791645,0.327530305,5008.027785
0.276772584,0.276552175,5008.037899
0.24188668,0.241694274,5008.048013
0.211641217,0.211473064,5008.058127
0.202785388,0.202624456,5008.06824
0.193838084,0.19368443,5008.078353
0.194114986,0.193961291,5008.088464
0.203876142,0.203714904,5008.098576
0.209300072,0.209134735,5008.108687
0.227538655,0.227359118,5008.118797
0.25096769,0.250769896,5008.128906
0.286683489,0.286457808,5008.139015
0.333408486,0.333146326,5008.149124
0.392444968,0.392136744,5008.159232
0.457961021,0.457601758,5008.169339
0.529016854,0.528602329,5008.179446
0.585185317,0.58472731,5008.189552
0.641358299,0.640856907,5008.199658
0.696010866,0.695467377,5008.209763
0.73820048,0.737624713,5008.219868
0.768673539,0.768074698,5008.229972
0.798420035,0.797798739,5008.240075
0.823840138,0.823199803,5008.250178
0.835601798,0.834953072,5008.26028
0.853544711,0.852882824,5008.270382
0.866975485,0.866303963,5008.280483
0.878725412,0.878045577,5008.290584
0.891418046,0.890729192,5008.300684
0.901122289,0.900426744,5008.310783
0.894760701,0.894070869,5008.320882
0.909287867,0.908587651,5008.33098
0.921394926,0.920686212,5008.341078
0.921936347,0.921228041,5008.351175
0.931004425,0.930289985,5008.361272
0.928292851,0.927581321,5008.371368
0.942993136,0.94227118,5008.381464
0.934597585,0.93388289,5008.391559
0.94016749,0.939449374,5008.401653
0.931860477,0.931149535,5008.411747
0.939410299,0.938694433,5008.42184
0.939790995,0.939075672,5008.431933
0.939236588,0.938522522,5008.442025
0.936155517,0.935444624,5008.452116
0.926240517,0.925537974,5008.462207
0.921929786,0.92123133,5008.472298
0.909340794,0.908652679,5008.482388
0.887022938,0.886352496,5008.492477
0.873881615,0.873221878,5008.502566
0.841580928,0.840946319,5008.512654
0.807578942,0.806970684,5008.522741
0.766590335,0.766013624,5008.532828
0.735536336,0.734983635,5008.542915
0.700049101,0.699523682,5008.553001
0.68114463,0.680633997,5008.563086
0.66628317,0.665784263,5008.573171
0.6735803,0.673076519,5008.583255
0.694136851,0.693618304,5008.593339
0.730560422,0.730015304,5008.603422
0.768757193,0.768184246,5008.613504
0.799939351,0.799343862,5008.623586
0.832509413,0.831890405,5008.633668
0.863985521,0.863343861,5008.643748
0.894959932,0.894296047,5008.653829
0.908674188,0.90800092,5008.663908
0.925346082,0.924661265,5008.673988
0.928191474,0.927505356,5008.684066
0.944153148,0.94345605,5008.694144
0.958791803,0.958084726,5008.704222
0.956871514,0.956166682,5008.714298
0.958873263,0.958167784,5008.724375
0.95217595,0.951476221,5008.73445
0.957283033,0.956580377,5008.744526
0.967158621,0.966449548,5008.7546
0.967751604,0.967042929,5008.764674
0.969438834,0.968729757,5008.774748
0.971052788,0.970343364,5008.784821
0.969843188,0.969135479,5008.794893
0.965188572,0.964485086,5008.804965
0.964497683,0.963795526,5008.815036
0.958161892,0.957465167,5008.825107
0.948153348,0.947464709,5008.835177
0.951048532,0.950358602,5008.845246
0.949466536,0.948778562,5008.855315
0.94248536,0.941803246,5008.865384
0.941242984,0.940562568,5008.875452
0.941119285,0.940439757,5008.885519
0.944229114,0.943548141,5008.895586
0.942992239,0.942312956,5008.905652
0.942491647,0.941813521,5008.915717
0.943234337,0.942556473,5008.925782
0.94867574,0.947994767,5008.935847
0.951816295,0.95113387,5008.945911
0.956313716,0.955628872,5008.955974
0.950189583,0.949509924,5008.966037
0.957327302,0.956643343,5008.976099
0.968372902,0.967681865,5008.986161
0.965258879,0.964570873,5008.996222
0.966919764,0.966231386,5009.006282
0.95862311,0.957941441,5009.016342
0.956796955,0.956117385,5009.026402
0.964074936,0.963391003,5009.03646
0.9634849,0.96280219,5009.046519
0.960751997,0.960072026,5009.056576
0.968948709,0.968263744,5009.066634
0.971038814,0.970353179,5009.07669
0.981861203,0.981168743,5009.086746
0.978673218,0.97798382,5009.096802
0.980935684,0.980245507,5009.106856
0.974225503,0.973540855,5009.116911
0.974001108,0.973317424,5009.126965
0.981219883,0.980531945,5009.137018
0.985540974,0.98485082,5009.14707
0.973153772,0.972473096,5009.157122
0.990326301,0.989634432,5009.167174
0.97892114,0.978238045,5009.177225
0.985660802,0.984973815,5009.187275
0.977147803,0.976467554,5009.197325
0.978544922,0.977864504,5009.207374
0.982342287,0.981660036,5009.217423
0.985353877,0.984670341,5009.227471
0.98124316,0.98056328,5009.237519
0.979524305,0.978846419,5009.247566
0.977285512,0.976609974,5009.257612
0.986815531,0.986134212,5009.267658
0.98239322,0.981715755,5009.277703
0.97819809,0.977524317,5009.287748
0.973907103,0.973237077,5009.297792
0.975298639,0.97462845,5009.307836
0.969734774,0.969069196,5009.317879
0.979676481,0.979004875,5009.327921
0.982243242,0.981570672,5009.337963
0.980475058,0.979804495,5009.348005
0.974851803,0.974185878,5009.358045
0.970935209,0.970272746,5009.368086
0.966452469,0.965793847,5009.378125
0.96070464,0.960050712,5009.388164
0.95798461,0.957333306,5009.398203
0.94007322,0.939434851,5009.408241
0.921535751,0.920910712,5009.418278
0.901818651,0.90120771,5009.428315
0.878345069,0.877750735,5009.438352
0.858424009,0.857843844,5009.448387
0.831821837,0.831260317,5009.458423
0.810901655,0.810354906,5009.468457
0.804519676,0.803977874,5009.478491
0.804543316,0.804002141,5009.488525
0.810814784,0.810270037,5009.498558
0.82899176,0.828435461,5009.50859
0.868033009,0.867451203,5009.518622
0.881726365,0.881136082,5009.528653
0.893366066,0.8927687,5009.538684
0.9151019,0.914490726,5009.548714
0.935028574,0.934404833,5009.558743
0.953038712,0.952403711,5009.568772
0.964934447,0.964292283,5009.578801
0.967966627,0.96732321,5009.588829
0.964259951,0.963619759,5009.598856
0.975389114,0.974742302,5009.608883
0.971860593,0.971216886,5009.618909
0.975903083,0.975257466,5009.628934
0.970275984,0.969634852,5009.63896
0.96793729,0.967298463,5009.648984
0.973428317,0.972786629,5009.659008
0.974680911,0.974039161,5009.669031
0.961411745,0.960779484,5009.679054
0.974558724,0.973918579,5009.689076
0.977360635,0.976719412,5009.699098
0.973830337,0.97319219,5009.709119
0.971025788,0.970390235,5009.71914
0.975891121,0.975253145,5009.72916
0.971087591,0.970453512,5009.739179
0.981080279,0.980440437,5009.749198
0.989210372,0.988565996,5009.759216
0.975646053,0.975011271,5009.769234
0.98237351,0.981735111,5009.779251
0.976653706,0.97601978,5009.789268
0.979405189,0.978770234,5009.799284
0.983244491,0.982607806,5009.809299
0.978218687,0.97758601,5009.819314
0.990907785,0.990267664,5009.829329
0.980546322,0.979913649,5009.839343
0.979909332,0.979277824,5009.849356
0.987951558,0.987315626,5009.859369
0.975114422,0.9744875,5009.869381
0.986307775,0.985674413,5009.879392
0.981986672,0.981356836,5009.889403
0.982036337,0.98140722,5009.899414
0.972123188,0.971501164,5009.909424
0.979965722,0.979339428,5009.919433
0.975176828,0.974554338,5009.929442
0.977902209,0.97727873,5009.93945
0.965148773,0.964534165,5009.949457
0.967851725,0.967236138,5009.959465
0.972796543,0.972178555,5009.969471
0.966048857,0.965435894,5009.979477
0.961792785,0.961183258,5009.989482
0.9625611,0.96195182,5009.999487
0.951054188,0.950452914,5010.009492
0.95731911,0.956714602,5010.019495
0.950553789,0.949954271,5010.029498
0.960144828,0.959539985,5010.039501
0.95580021,0.955198827,5010.049503
0.967751861,0.967143687,5010.059504
0.95669711,0.956096603,5010.069505
0.967359745,0.966753273,5010.079506
0.972789799,0.972180652,5010.089505
0.976467729,0.975857012,5010.099505
0.98018038,0.979568076,5010.109503
0.97168882,0.971082548,5010.119501
0.975796315,0.97518821,5010.129499
0.976039973,0.975432445,5010.139496
0.979972655,0.979363411,5010.149492
0.97704707,0.976440374,5010.159488
0.97522865,0.974623809,5010.169484
0.971791233,0.971189248,5010.179478
0.962449083,0.961853601,5010.189472
0.950335902,0.949748621,5010.199466
0.929667568,0.929093749,5010.209459
0.913578054,0.913014844,5010.219452
0.900548228,0.899993718,5010.229443
0.873707694,0.873170357,5010.239435
0.865311285,0.864779753,5010.249426
0.853550812,0.853027134,5010.259416
0.850120263,0.849599318,5010.269406
0.85646277,0.855938569,5010.279395
0.859866762,0.859341112,5010.289383
0.864147036,0.863619406,5010.299371
0.863641592,0.863114906,5010.309359
0.875843728,0.87531025,5010.319346
0.90196051,0.901411791,5010.329332
0.895603964,0.895059775,5010.339318
0.901075651,0.900528804,5010.349303
0.917220232,0.916664263,5010.359288
0.915115147,0.91456113,5010.369272
0.912968194,0.912416149,5010.379255
0.913617144,0.91306538,5010.389238
0.912626745,0.91207625,5010.39922
0.906747108,0.906200827,5010.409202
0.882815855,0.882284641,5010.419184
0.870209735,0.869686745,5010.429164
0.835192002,0.834690667,5010.439144
0.794136698,0.793660589,5010.449124
0.750751877,0.750302328,5010.459103
0.709707938,0.709283485,5010.469082
0.700110725,0.699692523,5010.479059
0.672883038,0.672481592,5010.489037
0.685867616,0.685458924,5010.499014
0.702937036,0.702518685,5010.50899
0.743071916,0.742630221,5010.518965
0.788859792,0.788391451,5010.528941
0.830202444,0.829710161,5010.538915
0.864890568,0.864378338,5010.548889
0.904130222,0.903595404,5010.558863
0.913267882,0.912728315,5010.568835
0.933497212,0.932946363,5010.578808
0.948466873,0.947907871,5010.58878
0.949881982,0.949322827,5010.598751
0.948175472,0.947618,5010.608721
0.940648579,0.940096206,5010.618691
0.94538001,0.944825534,5010.628661
0.931995878,0.931449917,5010.63863
0.933632098,0.933085845,5010.648598
0.928683489,0.928140794,5010.658566
0.928757932,0.928215855,5010.668533
0.92674214,0.926201899,5010.6785
0.929573491,0.92903226,5010.688466
0.929492451,0.928951928,5010.698432
0.939657971,0.939112203,5010.708397
0.93475607,0.934213812,5010.718361
0.935439134,0.934897143,5010.728325
0.94177058,0.941225588,5010.738289
0.940360926,0.939817415,5010.748251
0.930539078,0.930001901,5010.758214
0.922274147,0.921742393,5010.768175
0.898754974,0.898237415,5010.778136
0.896834144,0.896318322,5010.788097
0.854413673,0.853922851,5010.798057
0.818478674,0.818009072,5010.808016
0.772772929,0.772330094,5010.817975
0.721143605,0.720730863,5010.827934
0.667783323,0.66740159,5010.837891
0.623396074,0.623040152,5010.847849
0.600766904,0.600424323,5010.857805
0.592078443,0.591741231,5010.867761
0.607873312,0.60752753,5010.877717
0.632023408,0.631664329,5010.887672
0.674529871,0.674147114,5010.897626
0.724037464,0.723627119,5010.90758
0.775573771,0.77513476,5010.917533
0.81316474,0.812705016,5010.927486
0.853638656,0.853156644,5010.937438
0.881772236,0.881274952,5010.94739
0.89202673,0.891524283,5010.957341
0.903245978,0.902737839,5010.967291
0.897515176,0.897010883,5010.977241
0.888070349,0.887571978,5010.987191
0.865902091,0.865416761,5010.997139
0.838530789,0.838061379,5011.007088
0.812605688,0.812151353,5011.017035
0.790675312,0.790233784,5011.026983
0.771617871,0.771187519,5011.036929
0.755829986,0.75540896,5011.046875
0.747697643,0.747281662,5011.056821
0.739394889,0.738984036,5011.066765
0.733801287,0.733394048,5011.07671
0.745518058,0.745104828,5011.086654
0.770673623,0.770246979,5011.096597
0.771332356,0.770905877,5011.106539
0.789979483,0.789543234,5011.116482
0.807376754,0.806931451,5011.126423
0.819929545,0.81947788,5011.136364
0.834889639,0.834430307,5011.146305
0.842642622,0.842179602,5011.156244
0.853974061,0.853505402,5011.166184
0.861402428,0.860930284,5011.176122
0.877707533,0.877227055,5011.186061
0.887149526,0.886664487,5011.195998
0.901915559,0.901423066,5011.205935
0.914256885,0.913758278,5011.215872
0.920298561,0.919797289,5011.225808
0.944384307,0.943870562,5011.235743
0.94678658,0.946272174,5011.245678
0.961198766,0.960677186,5011.255612
0.974517419,0.973989276,5011.265546
0.970235082,0.969709921,5011.275479
0.971355203,0.970830097,5011.285412
0.968776342,0.968253289,5011.295344
0.983347364,0.982817113,5011.305275
0.975988798,0.975463177,5011.315206
0.980180905,0.979653692,5011.325137
0.979974559,0.979448121,5011.335066
0.985504237,0.984975496,5011.344996
0.982453346,0.981926906,5011.354924
0.975787042,0.975264829,5011.364853
0.989601854,0.989072911,5011.37478
0.984757692,0.984231997,5011.384707
0.987906094,0.987379381,5011.394634
0.992602158,0.992073605,5011.40456
0.993427904,0.992899575,5011.414485
0.987072682,0.986548392,5011.42441
0.986216351,0.985693173,5011.434334
0.982716576,0.98219591,5011.444258
0.982121199,0.981601503,5011.454181
0.987617744,0.987095797,5011.464103
0.98550893,0.984988753,5011.474025
0.985321909,0.984802486,5011.483947
0.989219793,0.988698971,5011.493868
0.979045666,0.978530851,5011.503788
0.990669225,0.990148954,5011.513708
0.98670903,0.986191493,5011.523627
0.985931745,0.985415269,5011.533546
0.986515234,0.985999105,5011.543464
0.981341593,0.980828819,5011.553381
0.982392802,0.981880128,5011.563298
0.984736385,0.984223137,5011.573215
0.976862026,0.976353527,5011.58313
0.973838527,0.973332243,5011.593046
0.982876867,0.982366531,5011.60296
0.969951229,0.969448243,5011.612875
0.981201627,0.980693451,5011.622788
0.981550527,0.981042816,5011.632701
0.965093182,0.964594617,5011.642614
0.975156246,0.974653121,5011.652526
0.96147313,0.960977695,5011.662437
0.944866844,0.944380585,5011.672348
0.929156119,0.928678554,5011.682258
0.911986483,0.911518342,5011.692168
0.874376776,0.873928514,5011.702077
0.83229508,0.831868939,5011.711986
0.777919552,0.77752176,5011.721894
0.725801739,0.725431073,5011.731801
0.662006002,0.66166835,5011.741708
0.601117413,0.60081121,5011.751615
0.553803638,0.553521898,5011.761521
0.507620217,0.507362303,5011.771426
0.498434062,0.498181141,5011.781331
0.50383811,0.503582774,5011.791235
0.527120362,0.52685357,5011.801138
0.579890029,0.579596904,5011.811041
0.632525337,0.632206015,5011.820944
0.685250211,0.684904714,5011.830846
0.750091939,0.749714234,5011.840747
0.813628042,0.813218868,5011.850648
0.859953078,0.859521161,5011.860548
0.887724189,0.887278897,5011.870448
0.91798631,0.917526429,5011.880347
0.935736119,0.935267947,5011.890246
0.950948362,0.950473191,5011.900144
0.96825802,0.967774821,5011.910041
0.967181813,0.966699772,5011.919938
0.97570882,0.975223155,5011.929834
0.984194613,0.983705355,5011.93973
0.972138233,0.971655591,5011.949625
0.974546042,0.974062827,5011.95952
0.987858458,0.987369275,5011.969414
0.984185291,0.983698555,5011.979308
0.981742484,0.981257583,5011.989201
0.977563553,0.97708134,5011.999093
0.972264652,0.971785671,5012.008985
0.964337308,0.963862847,5012.018876
0.961082585,0.960610337,5012.028767
0.960866535,0.960395004,5012.038657
0.957083861,0.956614794,5012.048547
0.94492251,0.944460003,5012.058436
0.951451287,0.950986188,5012.068325
0.949540214,0.949076651,5012.078213
0.957923246,0.957456197,5012.0881
0.968405034,0.967933487,5012.097987
0.966706554,0.966236445,5012.107873
0.968921209,0.968450635,5012.117759
0.965716082,0.965247675,5012.127644
0.982032589,0.981556887,5012.137529
0.977408412,0.976935565,5012.147413
0.981170533,0.980696485,5012.157297
0.985560983,0.985085433,5012.16718
0.975556137,0.975086028,5012.177062
0.980857063,0.980385015,5012.186944
0.98457894,0.984105719,5012.196825
0.978175762,0.977706232,5012.206706
0.982728702,0.982257602,5012.216586
0.988205915,0.987732807,5012.226466
0.985134662,0.984663641,5012.236345
0.975784931,0.975318991,5012.246224
0.974726884,0.974262057,5012.256102
0.971340579,0.970877973,5012.265979
0.967784773,0.967324464,5012.275856
0.966931093,0.966471792,5012.285732
0.962043449,0.961587069,5012.295608
0.969972193,0.969512656,5012.305483
0.968650785,0.968192476,5012.315358
0.969679131,0.969220938,5012.325232
0.963842948,0.963388112,5012.335105
0.959800269,0.959347937,5012.344978
0.960630997,0.96017887,5012.354851
0.951816539,0.951369153,5012.364723
0.965360054,0.9649069,5012.374594
0.949917966,0.949472649,5012.384465
0.950945665,0.950500456,5012.394335
0.954773945,0.954327532,5012.404205
0.950133503,0.949689845,5012.414074
0.941876236,0.941437014,5012.423942
0.947635651,0.947194326,5012.43381
0.943422544,0.942983761,5012.443678
0.947069471,0.946629573,5012.453544
0.942083264,0.941646261,5012.463411
0.944098569,0.943661211,5012.473277
0.945579063,0.945141598,5012.483142
0.947843044,0.947405111,5012.493006
0.951571654,0.951132581,5012.50287
0.949183882,0.948746491,5012.512734
0.952302932,0.951864686,5012.522597
0.947015775,0.94658054,5012.532459
0.946453512,0.946019113,5012.542321
0.953594142,0.953157046,5012.552183
0.945437393,0.945004614,5012.562043
0.950190338,0.949755963,5012.571903
0.943598234,0.943167448,5012.581763
0.94914611,0.948713369,5012.591622
0.946770001,0.94633892,5012.601481
0.954732238,0.954298112,5012.611339
0.956134045,0.955699864,5012.621196
0.953477241,0.953044844,5012.631053
0.952225886,0.951794634,5012.640909
0.956909665,0.956476873,5012.650765
0.957633232,0.957200693,5012.66062
0.958757274,0.958324807,5012.670475
0.951872403,0.951443618,5012.680329
0.954835679,0.954406135,5012.690182
0.941972666,0.941549477,5012.700035
0.943480724,0.943057427,5012.709888
0.942165624,0.941743485,5012.71974
0.929715381,0.929299381,5012.729591
0.924102349,0.923689417,5012.739442
0.921031256,0.92062025,5012.749292
0.89743818,0.897038241,5012.759142
0.884455968,0.884062345,5012.768991
0.867518227,0.867132661,5012.778839
0.828338258,0.827970601,5012.788687
0.802784221,0.802428386,5012.798535
0.758150257,0.75781466,5012.808381
0.712522279,0.712207306,5012.818228
0.649104553,0.648818002,5012.828073
0.575548844,0.575295108,5012.837919
0.502604512,0.502383233,5012.847763
0.432255521,0.432065471,5012.857607
0.365695873,0.365535304,5012.867451
0.302881145,0.302748338,5012.877294
0.249862483,0.249753071,5012.887136
0.214001185,0.213907603,5012.896978
0.187770131,0.187688132,5012.906819
0.177230682,0.17715339,5012.91666
0.174762502,0.17468639,5012.9265
0.179604799,0.179526684,5012.93634
0.190082767,0.190000208,5012.946179
0.208870132,0.208779537,5012.956018
0.233216424,0.233115406,5012.965856
0.257673707,0.257562247,5012.975693
0.293176843,0.293050199,5012.98553
0.321776182,0.321637374,5012.995366
0.35913906,0.358984346,5013.005202
0.407299939,0.407124718,5013.015037
0.468338041,0.468136837,5013.024872
0.520205565,0.519982384,5013.034706
0.590184749,0.589931892,5013.04454
0.648806623,0.64852903,5013.054373
